order_id,order_date,customer_name,product_name,quantity,unit_price,updated_at
1245,2026-02-09,Kang,USB Hub,5,11000,2026-02-09 19:28:02
1246,2026-04-16,Oh,Desk Lamp,4,22000,2026-04-16 12:48:47
1247,2026-04-25,Yoon,Microphone,2,70000,2026-04-25 20:50:30
1248,2026-02-19,Oh,Graphics Card,4,501000,2026-02-19 20:18:49
1249,2026-04-08,Ahn,Power Strip,4,9000,2026-04-08 11:51:38
1250,2026-02-05,Jang,Mouse,4,15000,2026-02-05 16:59:06
1251,2026-07-02,Ahn,Webcam,3,43000,2026-07-02 20:10:17
1252,2026-04-26,Ahn,Headset,4,58000,2026-04-26 11:52:28
1253,2026-03-31,Kim,Desk,1,301000,2026-03-31 16:23:15
1254,2026-04-09,Park,Speaker,2,38000,2026-04-09 13:59:06
1255,2026-07-02,Han,Headset,2,58000,2026-07-02 12:58:53
1256,2026-05-01,Jung,Charger,4,20000,2026-05-01 08:57:05
1257,2026-01-05,Jang,Laptop Stand,2,27000,2026-01-05 19:38:33
1258,2026-04-19,Choi,Printer,2,150000,2026-04-19 09:03:15
1259,2026-04-18,Jeon,Tablet,1,448000,2026-04-18 15:38:34
1260,2026-01-05,Ahn,Graphics Card,2,505000,2026-01-05 10:18:27
1261,2026-01-01,Jeon,Speaker,2,42000,2026-01-01 14:11:42
1262,2026-06-21,Park,Power Strip,3,8000,2026-06-21 16:34:32
1263,2026-05-10,Song,Keyboard,4,31000,2026-05-10 08:40:24
1264,2026-04-06,Jang,Keyboard,3,28000,2026-04-06 13:15:46
1265,2026-06-18,Choi,Graphics Card,3,499000,2026-06-18 08:22:34
1266,2026-03-28,Kang,Tablet,4,455000,2026-03-28 10:51:08
1267,2026-01-17,Kwon,Mouse,3,14000,2026-01-17 08:50:12
1268,2026-01-11,Han,Printer,5,151000,2026-01-11 16:30:16
1269,2026-01-10,Cho,Printer,3,148000,2026-01-10 18:21:17
1270,2026-02-01,Oh,Desk,4,305000,2026-02-01 15:57:24
1271,2026-03-28,Kang,Charger,4,18000,2026-03-28 20:33:17
1272,2026-01-22,Shin,Monitor,4,182000,2026-01-22 10:34:18
1273,2026-03-24,Choi,Monitor,3,185000,2026-03-24 12:19:28
1274,2026-06-04,Shin,USB Hub,4,12000,2026-06-04 15:02:46
1275,2026-04-01,Jeon,Desk,3,305000,2026-04-01 20:03:04
1276,2026-06-21,Seo,Speaker,5,45000,2026-06-21 18:10:01
1277,2026-02-06,Jeon,Tablet,1,449000,2026-02-06 09:15:49
1278,2026-06-15,Oh,Speaker,4,42000,2026-06-15 08:38:09
1279,2026-06-23,Kwon,Speaker,3,41000,2026-06-23 20:04:36
1280,2026-02-05,Ahn,Speaker,4,40000,2026-02-05 18:17:15
1281,2026-01-30,Kim,USB Hub,4,14000,2026-01-30 14:58:35
1282,2026-01-31,Jang,External SSD,4,89000,2026-01-31 17:18:44
1283,2026-05-06,Cho,Webcam,2,43000,2026-05-06 15:11:57
1284,2026-07-02,Kwon,Monitor,3,185000,2026-07-02 13:45:04
1285,2026-05-21,Song,Printer,3,149000,2026-05-21 19:45:59
1286,2026-06-29,Kang,Speaker,5,39000,2026-06-29 09:12:50
1287,2026-02-05,Yoon,Charger,1,18000,2026-02-05 16:36:23
1288,2026-04-30,Song,Headset,5,58000,2026-04-30 09:19:25
1289,2026-07-03,Hwang,Power Strip,4,11000,2026-07-03 17:04:08
1290,2026-03-23,Park,Tablet,4,455000,2026-03-23 16:22:08
1291,2026-05-22,Ryu,USB Hub,2,13000,2026-05-22 16:58:55
1292,2026-01-15,Choi,Power Strip,2,10000,2026-01-15 10:10:20
1293,2026-07-01,Yoon,Speaker,5,40000,2026-07-01 09:16:12
1294,2026-06-12,Song,External SSD,2,95000,2026-06-12 12:39:34
1295,2026-01-24,Ahn,USB Hub,5,14000,2026-01-24 10:10:42
1296,2026-06-09,Jeon,Router,5,53000,2026-06-09 08:05:02
1297,2026-06-14,Ryu,External SSD,2,92000,2026-06-14 14:39:40
1298,2026-01-08,Hwang,Microphone,3,75000,2026-01-08 12:30:15
1299,2026-06-25,Seo,Printer,4,148000,2026-06-25 19:03:10
1300,2026-04-23,Shin,Charger,4,17000,2026-04-23 13:38:09
