order_id,order_date,customer_name,product_name,quantity,unit_price,updated_at
1484,2026-03-03,Hwang,RAM 16GB,1,67000,2026-03-03 08:23:59
1485,2026-03-23,Jung,Chair,5,221000,2026-03-23 13:34:43
1486,2026-02-14,Hwang,Monitor,1,182000,2026-02-14 09:00:16
1487,2026-02-25,Lee,Mouse,4,17000,2026-02-25 12:40:45
1488,2026-05-09,Shin,Desk,4,298000,2026-05-09 18:34:34
1489,2026-06-07,Jung,External SSD,1,90000,2026-06-07 09:32:58
1490,2026-02-22,Jung,Microphone,3,71000,2026-02-22 17:40:48
1491,2026-06-16,Park,Printer,4,155000,2026-06-16 11:03:15
1492,2026-01-23,Shin,Webcam,4,47000,2026-01-23 17:03:19
1493,2026-06-20,Kang,Webcam,1,50000,2026-06-20 10:44:00
1494,2026-02-11,Hwang,Speaker,5,42000,2026-02-11 20:52:46
1495,2026-03-08,Kang,Speaker,2,45000,2026-03-08 20:55:17
1496,2026-07-07,Choi,Keyboard,3,31000,2026-07-07 12:33:04
1497,2026-03-09,Ryu,Monitor,4,181000,2026-03-09 16:23:03
1498,2026-05-08,Ryu,USB Hub,3,11000,2026-05-08 12:49:06
1499,2026-05-27,Choi,Desk Lamp,5,18000,2026-05-27 08:54:55
1500,2026-01-04,Yoon,Mouse,4,15000,2026-01-04 14:58:09
